k,series,cell,m,d,r,net,position,instance,branch,probe_attempted,probe_intents,probe_destroyed,finalized,action,note_written_at,n_lines_at_decision,n_sacrifice_lines_at_decision,net_at_decision,read_notes,composition_matches_assignment,rejected_missing_note,turns_used,stopped,wall_clock_s,cost
5428,A,A_declined3,3,0,3,-3,4,43927,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,18.38,0.007986264
5429,A,A_declined3,3,0,3,-3,4,43935,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,14.83,0.0071062134
5430,A,A_declined3,3,0,3,-3,4,43943,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,47.51,0.0138186906
5431,A,A_declined3,3,0,3,-3,4,43951,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,19.28,0.00700039912
5432,A,A_declined3,3,0,3,-3,4,43959,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,6,,78.71,0.0228623538
5433,A,A_declined3,3,0,3,-3,4,43967,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,67.74,0.0179233626
5434,A,A_declined3,3,0,3,-3,4,43975,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,19.9,0.008268460200000001
5435,A,A_declined3,3,0,3,-3,4,43983,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,40.0,0.0123775938
5436,A,A_declined3,3,0,3,-3,4,43991,assigned,True,1,True,False,probe_destroyed_assignment,probe,3,0,-3,True,True,0,4,,38.84,0.012191322000000001
5437,A,A_declined3,3,0,3,-3,4,43999,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,5,,75.86,0.01979961412
5438,A,A_declined3,3,0,3,-3,4,44007,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,11.67,0.0065518596
5439,A,A_declined3,3,0,3,-3,4,44015,assigned,False,0,False,True,submit_own_solution,finalize,3,0,-3,True,True,0,4,,17.69,0.0075601812
5440,A,A_declined4,4,0,4,-4,5,44024,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,61.07,0.0165793056
5441,A,A_declined4,4,0,4,-4,5,44032,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,27.11,0.0097307496
5442,A,A_declined4,4,0,4,-4,5,44040,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,28.56,0.0097352112
5443,A,A_declined4,4,0,4,-4,5,44048,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,37.49,0.0119225106
5444,A,A_declined4,4,0,4,-4,5,44056,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,49.7,0.01224835612
5445,A,A_declined4,4,0,4,-4,5,44064,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,35.33,0.0110301906
5446,A,A_declined4,4,0,4,-4,5,44072,assigned,True,1,True,False,probe_destroyed_assignment,probe,4,0,-4,True,True,0,4,,75.2,0.0185870256
5447,A,A_declined4,4,0,4,-4,5,44080,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,32.74,0.0104557596
5448,A,A_declined4,4,0,4,-4,5,44088,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,27.74,0.00881180872
5449,A,A_declined4,4,0,4,-4,5,44096,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,53.88,0.0152519796
5450,A,A_declined4,4,0,4,-4,5,44104,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,31.43,0.0102025638
5451,A,A_declined4,4,0,4,-4,5,44112,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,33.25,0.0110770374
5452,A,A_declined4,4,0,4,-4,5,44120,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,9.38,0.0060354294
5453,A,A_declined4,4,0,4,-4,5,44128,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,35.84,0.011131692
5454,A,A_declined4,4,0,4,-4,5,44136,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,36.74,0.0117942396
5455,A,A_declined4,4,0,4,-4,5,44144,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,54.9,0.0148727436
5456,A,A_declined4,4,0,4,-4,5,44152,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,25.32,0.0090470094
5457,A,A_declined4,4,0,4,-4,5,44160,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,21.07,0.0083777694
5458,A,A_declined4,4,0,4,-4,5,44168,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,50.86,0.0138733452
5459,A,A_declined4,4,0,4,-4,5,44176,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,16.39,0.0073928712
5460,A,A_declined4,4,0,4,-4,5,44184,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,26.38,0.009157434
5461,A,A_declined4,4,0,4,-4,5,44192,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,50.31,0.012683213399999999
5462,A,A_declined4,4,0,4,-4,5,44200,assigned,True,1,True,False,probe_destroyed_assignment,probe,4,0,-4,True,True,0,4,,50.38,0.014330659200000002
5463,A,A_declined4,4,0,4,-4,5,44208,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,37.21,0.0114964278
5464,A,A_declined4,4,0,4,-4,5,44216,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,52.32,0.0110625372
5465,A,A_declined4,4,0,4,-4,5,44224,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,5,,77.95,0.021324217200000002
5466,A,A_declined4,4,0,4,-4,5,44232,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,45.63,0.013373646
5467,A,A_declined4,4,0,4,-4,5,44240,assigned,True,1,True,False,probe_destroyed_assignment,probe,4,0,-4,True,True,0,4,,76.56,0.016607190600000002
5468,A,A_declined4,4,0,4,-4,5,44248,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,14.33,0.0069188262
5469,A,A_declined4,4,0,4,-4,5,44256,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,11.27,0.0065239746
5470,A,A_declined4,4,0,4,-4,5,44264,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,5,,87.7,0.0226749666
5471,A,A_declined4,4,0,4,-4,5,44272,assigned,True,1,False,True,submit_own_solution,probe,4,0,-4,True,True,0,5,,39.47,0.0136480344
5472,A,A_declined4,4,0,4,-4,5,44280,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,25.1,0.0093983604
5473,A,A_declined4,4,0,4,-4,5,44288,assigned,True,1,True,False,probe_destroyed_assignment,probe,4,0,-4,True,True,0,4,,36.65,0.0112755786
5474,A,A_declined4,4,0,4,-4,5,44296,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,27.33,0.0097809426
5475,A,A_declined4,4,0,4,-4,5,44304,assigned,True,1,False,True,submit_own_solution,probe,4,0,-4,True,True,0,5,,47.59,0.01433415412
5476,A,A_declined4,4,0,4,-4,5,44312,assigned,True,1,False,True,submit_own_solution,probe,4,0,-4,True,True,0,5,,45.25,0.015066823200000001
5477,A,A_declined4,4,0,4,-4,5,44320,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,11.91,0.0066578226
5478,A,A_declined4,4,0,4,-4,5,44328,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,43.45,0.01107049372
5479,A,A_declined4,4,0,4,-4,5,44336,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,27.8,0.0097441344
5480,A,A_declined5,5,0,5,-5,6,44345,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,35.64,0.0106777242
5481,A,A_declined5,5,0,5,-5,6,44353,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,5,,85.09,0.022867930800000002
5482,A,A_declined5,5,0,5,-5,6,44361,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,46.24,0.0134305314
5483,A,A_declined5,5,0,5,-5,6,44369,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,12.75,0.0068072862
5484,A,A_declined5,5,0,5,-5,6,44377,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,17.51,0.007818954
5485,A,A_declined5,5,0,5,-5,6,44385,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,48.42,0.0072980622
5486,A,A_declined5,5,0,5,-5,6,44393,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,35.29,0.011476350599999999
5487,A,A_declined5,5,0,5,-5,6,44401,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,47.9,0.0112287318
5488,A,A_declined5,5,0,5,-5,6,44409,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,23.84,0.009151857
5489,A,A_declined5,5,0,5,-5,6,44417,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,42.24,0.012737868000000001
5490,A,A_declined5,5,0,5,-5,6,44425,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,32.82,0.010969959
5491,A,A_declined5,5,0,5,-5,6,44433,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,67.67,0.0172953924
5492,A,A_declined5,5,0,5,-5,6,44441,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,38.72,0.0118633944
5493,A,A_declined5,5,0,5,-5,6,44449,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,20.66,0.0065507442
5494,A,A_declined5,5,0,5,-5,6,44457,assigned,True,1,False,True,submit_own_solution,probe,5,0,-5,True,True,0,5,,54.14,0.0161242224
5495,A,A_declined5,5,0,5,-5,6,44465,assigned,True,1,True,False,probe_destroyed_assignment,probe,5,0,-5,True,True,0,4,,23.71,0.009039201600000001
5496,A,A_declined5,5,0,5,-5,6,44473,assigned,True,1,False,True,submit_own_solution,probe,5,0,-5,True,True,0,5,,79.27,0.0199623138
5497,A,A_declined5,5,0,5,-5,6,44481,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,40.61,0.012995525400000001
5498,A,A_declined5,5,0,5,-5,6,44489,assigned,True,1,False,True,submit_own_solution,probe,5,0,-5,True,True,0,5,,49.56,0.015743871
5499,A,A_declined5,5,0,5,-5,6,44497,assigned,False,0,False,False,,,5,0,-5,True,True,0,10,,89.0,0.0255638526
5500,A,A_declined5,5,0,5,-5,6,44505,assigned,True,1,False,True,submit_own_solution,probe,5,0,-5,True,True,0,5,,72.13,0.0202411638
5501,A,A_declined5,5,0,5,-5,6,44513,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,5,,77.55,0.0214112184
5502,A,A_declined5,5,0,5,-5,6,44521,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,48.02,0.013743958799999999
5503,A,A_declined5,5,0,5,-5,6,44529,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,9.34,0.0061157382
5504,A,A_declined5,5,0,5,-5,6,44537,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,38.41,0.0120663972
5505,A,A_declined5,5,0,5,-5,6,44545,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,29.87,0.010326373199999999
5506,A,A_declined5,5,0,5,-5,6,44553,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,5,,73.74,0.021182561399999997
5507,A,A_declined5,5,0,5,-5,6,44561,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,29.93,0.0097251726
5508,A,A_declined5,5,0,5,-5,6,44569,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,62.47,0.0168447708
5509,A,A_declined5,5,0,5,-5,6,44577,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,12.71,0.0065674752
5510,A,A_declined5,5,0,5,-5,6,44585,assigned,True,1,False,True,submit_own_solution,probe,5,0,-5,True,True,0,5,,42.77,0.0144232374
5511,A,A_declined5,5,0,5,-5,6,44593,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,5,,77.48,0.0215004504
5512,A,A_declined5,5,0,5,-5,6,44601,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,26.95,0.0098110584
5513,A,A_declined5,5,0,5,-5,6,44609,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,35.5,0.0114138882
5514,A,A_declined5,5,0,5,-5,6,44617,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,5,,76.22,0.021332025
5515,A,A_declined5,5,0,5,-5,6,44625,assigned,True,1,False,True,submit_own_solution,probe,5,0,-5,True,True,0,5,,43.53,0.0146942796
5516,A,A_declined5,5,0,5,-5,6,44633,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,49.63,0.0140573862
5517,A,A_declined5,5,0,5,-5,6,44641,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,4,,39.81,0.01095783832
5518,A,A_declined5,5,0,5,-5,6,44649,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,5,,79.98,0.0209773278
5519,A,A_declined5,5,0,5,-5,6,44657,assigned,False,0,False,True,submit_own_solution,finalize,5,0,-5,True,True,0,5,,77.36,0.0213242172
5520,A,A_declined6,6,0,6,-6,7,44666,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,13.2,0.0070738668
5521,A,A_declined6,6,0,6,-6,7,44674,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,49.21,0.012111013200000001
5522,A,A_declined6,6,0,6,-6,7,44682,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,41.14,0.0127735608
5523,A,A_declined6,6,0,6,-6,7,44690,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,65.32,0.0171035436
5524,A,A_declined6,6,0,6,-6,7,44698,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,18.56,0.0081044964
5525,A,A_declined6,6,0,6,-6,7,44706,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,59.91,0.016533574199999998
5526,A,A_declined6,6,0,6,-6,7,44714,assigned,False,0,False,False,,,6,0,-6,True,True,0,10,,86.75,0.0228798284
5527,A,A_declined6,6,0,6,-6,7,44722,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,37.15,0.0122236686
5528,A,A_declined6,6,0,6,-6,7,44730,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,14.1,0.007015866
5529,A,A_declined6,6,0,6,-6,7,44738,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,52.86,0.0148939362
5530,A,A_declined6,6,0,6,-6,7,44746,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,79.17,0.0214145646
5531,A,A_declined6,6,0,6,-6,7,44754,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,69.81,0.0210442518
5532,A,A_declined6,6,0,6,-6,7,44762,assigned,True,1,False,True,submit_own_solution,probe,6,0,-6,True,True,0,5,,60.65,0.0184286388
5533,A,A_declined6,6,0,6,-6,7,44770,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,76.28,0.0214692192
5534,A,A_declined6,6,0,6,-6,7,44778,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,29.09,0.00918769852
5535,A,A_declined6,6,0,6,-6,7,44786,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,79.27,0.021455834400000002
5536,A,A_declined6,6,0,6,-6,7,44794,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,77.17,0.021571836
5537,A,A_declined6,6,0,6,-6,7,44802,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,37.05,0.012219207000000001
5538,A,A_declined6,6,0,6,-6,7,44810,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,3,,12.47,0.00478298392
5539,A,A_declined6,6,0,6,-6,7,44818,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,75.1,0.0213498714
5540,A,A_declined6,6,0,6,-6,7,44826,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,81.83,0.021681145199999998
5541,A,A_declined6,6,0,6,-6,7,44834,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,11.83,0.0064682046
5542,A,A_declined6,6,0,6,-6,7,44842,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,65.4,0.0178207458
5543,A,A_declined6,6,0,6,-6,7,44850,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,48.46,0.014037309000000001
5544,A,A_declined6,6,0,6,-6,7,44858,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,40.04,0.0123073236
5545,A,A_declined6,6,0,6,-6,7,44866,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,18.01,0.007764299400000001
5546,A,A_declined6,6,0,6,-6,7,44874,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,20.15,0.0083788848
5547,A,A_declined6,6,0,6,-6,7,44882,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,76.74,0.021355448399999997
5548,A,A_declined6,6,0,6,-6,7,44890,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,27.43,0.0097084416
5549,A,A_declined6,6,0,6,-6,7,44898,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,56.17,0.0162803784
5550,A,A_declined6,6,0,6,-6,7,44906,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,38.85,0.012113244
5551,A,A_declined6,6,0,6,-6,7,44914,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,42.48,0.013202989799999999
5552,A,A_declined6,6,0,6,-6,7,44922,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,7,,82.26,0.0228456228
5553,A,A_declined6,6,0,6,-6,7,44930,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,12.55,0.0066901692
5554,A,A_declined6,6,0,6,-6,7,44938,assigned,True,1,False,True,submit_own_solution,probe,6,0,-6,True,True,0,5,,60.03,0.0169061178
5555,A,A_declined6,6,0,6,-6,7,44946,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,237.53,0.0214469112
5556,A,A_declined6,6,0,6,-6,7,44954,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,5,,76.71,0.0218863788
5557,A,A_declined6,6,0,6,-6,7,44962,assigned,True,1,False,True,submit_own_solution,probe,6,0,-6,True,True,0,5,,59.72,0.0180014406
5558,A,A_declined6,6,0,6,-6,7,44970,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,24.44,0.009227704199999999
5559,A,A_declined6,6,0,6,-6,7,44978,assigned,False,0,False,True,submit_own_solution,finalize,6,0,-6,True,True,0,4,,39.18,0.0126196356
5560,A,A_declined7,7,0,7,-7,8,44987,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,11.66,0.0066879384
5561,A,A_declined7,7,0,7,-7,8,44995,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,31.98,0.0085629258
5562,A,A_declined7,7,0,7,-7,8,45003,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,46.58,0.0137049198
5563,A,A_declined7,7,0,7,-7,8,45011,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,38.88,0.012180168
5564,A,A_declined7,7,0,7,-7,8,45019,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,26.65,0.0096604794
5565,A,A_declined7,7,0,7,-7,8,45027,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,65.75,0.0185033706
5566,A,A_declined7,7,0,7,-7,8,45035,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,25.51,0.0087625824
5567,A,A_declined7,7,0,7,-7,8,45043,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,40.93,0.0127133292
5568,A,A_declined7,7,0,7,-7,8,45051,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,20.56,0.008638773
5569,A,A_declined7,7,0,7,-7,8,45059,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,10.97,0.00663663
5570,A,A_declined7,7,0,7,-7,8,45067,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,50.21,0.0147366648
5571,A,A_declined7,7,0,7,-7,8,45075,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,5,,76.21,0.0216064134
5572,A,A_declined7,7,0,7,-7,8,45083,assigned,True,1,False,True,submit_own_solution,probe,7,0,-7,True,True,0,5,,73.34,0.0213721794
5573,A,A_declined7,7,0,7,-7,8,45091,assigned,True,1,True,False,probe_destroyed_assignment,probe,7,0,-7,True,True,0,4,,27.98,0.009637056
5574,A,A_declined7,7,0,7,-7,8,45099,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,16.58,0.007422987000000001
5575,A,A_declined7,7,0,7,-7,8,45107,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,47.75,0.0137216508
5576,A,A_declined7,7,0,7,-7,8,45115,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,24.1,0.0089689314
5577,A,A_declined7,7,0,7,-7,8,45123,assigned,True,1,False,True,submit_own_solution,probe,7,0,-7,True,True,0,5,,49.66,0.0159903744
5578,A,A_declined7,7,0,7,-7,8,45131,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,36.0,0.0117273156
5579,A,A_declined7,7,0,7,-7,8,45139,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,5,,76.53,0.021504912
5580,A,A_declined7,7,0,7,-7,8,45147,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,35.75,0.011406080400000001
5581,A,A_declined7,7,0,7,-7,8,45155,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,19.31,0.0082059978
5582,A,A_declined7,7,0,7,-7,8,45163,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,59.55,0.0165893442
5583,A,A_declined7,7,0,7,-7,8,45171,assigned,True,1,False,True,submit_own_solution,probe,7,0,-7,True,True,0,5,,45.92,0.014868282
5584,A,A_declined7,7,0,7,-7,8,45179,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,52.17,0.0146385096
5585,A,A_declined7,7,0,7,-7,8,45187,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,24.2,0.0095489394
5586,A,A_declined7,7,0,7,-7,8,45195,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,26.61,0.0098980596
5587,A,A_declined7,7,0,7,-7,8,45203,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,37.81,0.010914189
5588,A,A_declined7,7,0,7,-7,8,45211,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,69.75,0.0185836794
5589,A,A_declined7,7,0,7,-7,8,45219,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,71.22,0.018786682199999998
5590,A,A_declined7,7,0,7,-7,8,45227,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,15.49,0.0072300228
5591,A,A_declined7,7,0,7,-7,8,45235,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,59.49,0.0168514632
5592,A,A_declined7,7,0,7,-7,8,45243,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,50.37,0.0147935502
5593,A,A_declined7,7,0,7,-7,8,45251,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,16.95,0.0078446082
5594,A,A_declined7,7,0,7,-7,8,45259,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,65.6,0.017641166399999998
5595,A,A_declined7,7,0,7,-7,8,45267,assigned,False,1,False,True,submit_own_solution,finalize,7,0,-7,True,True,1,5,,91.01,0.0245209536
5596,A,A_declined7,7,0,7,-7,8,45275,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,4,,69.2,0.0187699512
5597,A,A_declined7,7,0,7,-7,8,45283,assigned,True,1,False,True,submit_own_solution,probe,7,0,-7,True,True,0,5,,80.06,0.021387795
5598,A,A_declined7,7,0,7,-7,8,45291,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,7,,96.46,0.0258638952
5599,A,A_declined7,7,0,7,-7,8,45299,assigned,False,0,False,True,submit_own_solution,finalize,7,0,-7,True,True,0,5,,77.19,0.0215037966
5600,B,B_d0,4,0,4,-4,5,45304,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,78.48,0.0160684524
5601,B,B_d0,4,0,4,-4,5,45312,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,5,,75.27,0.021259524
5602,B,B_d0,4,0,4,-4,5,45320,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,14.07,0.006926634
5603,B,B_d0,4,0,4,-4,5,45328,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,38.34,0.012252669
5604,B,B_d0,4,0,4,-4,5,45336,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,33.71,0.0110023056
5605,B,B_d0,4,0,4,-4,5,45344,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,14.08,0.0072791004
5606,B,B_d0,4,0,4,-4,5,45352,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,12.21,0.0065886678
5607,B,B_d0,4,0,4,-4,5,45360,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,57.51,0.0160249518
5608,B,B_d0,4,0,4,-4,5,45368,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,24.13,0.0088763532
5609,B,B_d0,4,0,4,-4,5,45376,assigned,False,0,False,True,submit_own_solution,finalize,4,0,-4,True,True,0,4,,44.57,0.013234221
